id_acteur,nom,prenom,parti,debut,nom_parti
PA722038,Adam,Damien,PO744854,2017-12-01,En marche !
PA722038,Adam,Damien,PO761294,2018-12-01,La République en Marche
PA722038,Adam,Damien,PO806430,2022-12-02,Ensemble
PA718894,Dombreval,Loïc,PO744854,2017-12-01,En marche !
PA718894,Dombreval,Loïc,PO761294,2018-12-01,La République en Marche
PA794314,Paris,Mathilde,PO761239,2022-12-02,Rassemblement national
PA267763,Bataille,Jean-Pierre,PO744858,2024-12-04,Régions et peuples solidaires
PA267763,Bataille,Jean-Pierre,PO744858,2025-12-03,Régions et peuples solidaires
PA718728,Vanceunebrock,Laurence,PO761294,2018-12-01,La République en Marche
PA718728,Vanceunebrock,Laurence,PO744854,2017-12-01,En marche !
PA794470,Gérard,Félicie,PO806430,2022-12-02,Ensemble
PA794470,Gérard,Félicie,PO852528,2025-12-03,Horizons
PA794470,Gérard,Félicie,PO852528,2024-12-04,Horizons
PA721916,Pouzyreff,Natalia,PO806430,2022-12-02,Ensemble
PA721916,Pouzyreff,Natalia,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721916,Pouzyreff,Natalia,PO744854,2017-12-01,En marche !
PA721916,Pouzyreff,Natalia,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721916,Pouzyreff,Natalia,PO761294,2018-12-01,La République en Marche
PA721054,Lorion,David,PO710396,2017-12-01,Les Républicains
PA721384,Fontenel-Personne,Pascale,PO761294,2021-12-01,La République en Marche
PA721384,Fontenel-Personne,Pascale,PO761294,2018-12-01,La République en Marche
PA721384,Fontenel-Personne,Pascale,PO684938,2020-12-01,Mouvement Démocrate
PA721384,Fontenel-Personne,Pascale,PO744854,2017-12-01,En marche !
PA795876,Rimane,Davy,PO852531,2024-12-04,Mouvement de décolonisation et d'émancipation sociale
PA795876,Rimane,Davy,PO852531,2025-12-03,Mouvement de décolonisation et d'émancipation sociale
PA795876,Rimane,Davy,PO684926,2022-12-02,Parti communiste français
PA841295,Courbon,Pierrick,PO684932,2025-12-03,Parti socialiste
PA841295,Courbon,Pierrick,PO684932,2024-12-04,Parti socialiste
PA331582,Vigier,Philippe,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA331582,Vigier,Philippe,PO685872,2016-12-01,Association PSLE - Nouveau Centre
PA331582,Vigier,Philippe,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA331582,Vigier,Philippe,PO684940,2014-12-01,"Union des radicaux centristes, indépendants et démocrates"
PA331582,Vigier,Philippe,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA331582,Vigier,Philippe,PO806430,2022-12-02,Ensemble
PA331582,Vigier,Philippe,PO685872,2012-12-01,Association PSLE - Nouveau Centre
PA719700,Huppé,Philippe,PO744864,2021-12-01,"Union des démocrates, radicaux et libéraux"
PA719700,Huppé,Philippe,PO761294,2018-12-01,La République en Marche
PA719700,Huppé,Philippe,PO744854,2017-12-01,En marche !
PA720790,Grau,Romain,PO744854,2017-12-01,En marche !
PA720790,Grau,Romain,PO761294,2018-12-01,La République en Marche
PA841801,Carteron,Danièle,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841067,Allegret-Pilot,Alexandre,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA841067,Allegret-Pilot,Alexandre,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA722078,Savatier,Jacques,PO744854,2017-12-01,En marche !
PA722078,Savatier,Jacques,PO761294,2018-12-01,La République en Marche
PA333421,Pancher,Bertrand,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA333421,Pancher,Bertrand,PO684940,2012-12-01,"Union des radicaux centristes, indépendants et démocrates"
PA333421,Pancher,Bertrand,PO744858,2021-12-01,Régions et peuples solidaires
PA333421,Pancher,Bertrand,PO744858,2022-12-02,Régions et peuples solidaires
PA794930,Tanzilli,Sarah,PO806430,2022-12-02,Ensemble
PA794418,Goulet,Florence,PO761239,2022-12-02,Rassemblement national
PA794418,Goulet,Florence,PO761239,2025-12-03,Rassemblement national
PA794418,Goulet,Florence,PO761239,2024-12-04,Rassemblement national
PA719806,Auconie,Sophie,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA721474,Viry,Stéphane,PO710396,2022-12-02,Les Républicains
PA721474,Viry,Stéphane,PO744858,2024-12-04,Régions et peuples solidaires
PA721474,Viry,Stéphane,PO744858,2025-12-03,Régions et peuples solidaires
PA721474,Viry,Stéphane,PO710396,2017-12-01,Les Républicains
PA334843,Verchère,Patrice,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA334843,Verchère,Patrice,PO710396,2017-12-01,Les Républicains
PA334843,Verchère,Patrice,PO710396,2015-12-01,Les Républicains
PA721226,Rubin,Sabine,PO744856,2017-12-01,La France Insoumise
PA718930,Petel,Anne-Laurence,PO806430,2022-12-02,Ensemble
PA718930,Petel,Anne-Laurence,PO744854,2017-12-01,En marche !
PA718930,Petel,Anne-Laurence,PO761294,2018-12-01,La République en Marche
PA720568,Thill,Agnès,PO744854,2017-12-01,En marche !
PA720568,Thill,Agnès,PO705103,2019-12-01,Non rattaché(s)
PA720568,Thill,Agnès,PO761294,2018-12-01,La République en Marche
PA720568,Thill,Agnès,PO744864,2020-12-01,"Union des démocrates, radicaux et libéraux"
PA267355,Herth,Antoine,PO684938,2019-12-01,Mouvement Démocrate
PA267355,Herth,Antoine,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA267355,Herth,Antoine,PO710396,2015-12-01,Les Républicains
PA267355,Herth,Antoine,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA720614,Le Pen,Marine,PO761239,2024-12-04,Rassemblement national
PA720614,Le Pen,Marine,PO761239,2018-12-01,Rassemblement national
PA720614,Le Pen,Marine,PO684946,2017-12-01,Front National
PA720614,Le Pen,Marine,PO761239,2025-12-03,Rassemblement national
PA720614,Le Pen,Marine,PO761239,2022-12-02,Rassemblement national
PA720512,Pietraszewski,Laurent,PO744854,2017-12-01,En marche !
PA720512,Pietraszewski,Laurent,PO761294,2018-12-01,La République en Marche
PA795244,Lenormand,Stéphane,PO852527,2025-12-03,Archipel demain
PA795244,Lenormand,Stéphane,PO744858,2022-12-02,Régions et peuples solidaires
PA795244,Lenormand,Stéphane,PO852527,2024-12-04,Archipel demain
PA719550,Tanguy,Liliana,PO761294,2018-12-01,La République en Marche
PA719550,Tanguy,Liliana,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719550,Tanguy,Liliana,PO806430,2022-12-02,Ensemble
PA719550,Tanguy,Liliana,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719550,Tanguy,Liliana,PO744854,2017-12-01,En marche !
PA795604,Folest,Estelle,PO806430,2022-12-02,Ensemble
PA822617,Froger,Martine,PO744858,2023-12-01,Régions et peuples solidaires
PA822617,Froger,Martine,PO684932,2025-12-03,Parti socialiste
PA822617,Froger,Martine,PO744858,2024-12-04,Régions et peuples solidaires
PA841471,Hablot,Stéphane,PO684932,2025-12-03,Parti socialiste
PA841471,Hablot,Stéphane,PO684932,2024-12-04,Parti socialiste
PA842255,Sicard,Anne,PO761239,2024-12-04,Rassemblement national
PA842255,Sicard,Anne,PO761239,2025-12-03,Rassemblement national
PA227089,Létard,Valérie,PO806444,2025-12-03,"Union des démocrates européens, centristes et indépendants"
PA720814,Cazenove,Sébastien,PO761294,2018-12-01,La République en Marche
PA720814,Cazenove,Sébastien,PO744854,2017-12-01,En marche !
PA793246,Falcon,Frédéric,PO761239,2025-12-03,Rassemblement national
PA793246,Falcon,Frédéric,PO761239,2022-12-02,Rassemblement national
PA793246,Falcon,Frédéric,PO761239,2024-12-04,Rassemblement national
PA793122,Daubié,Romain,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793122,Daubié,Romain,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA793122,Daubié,Romain,PO806430,2022-12-02,Ensemble
PA722228,Leclabart,Jean-Claude,PO744854,2017-12-01,En marche !
PA722228,Leclabart,Jean-Claude,PO761294,2018-12-01,La République en Marche
PA795108,Leboucher,Élise,PO744856,2022-12-02,La France Insoumise
PA795108,Leboucher,Élise,PO744856,2024-12-04,La France Insoumise
PA795108,Leboucher,Élise,PO744856,2025-12-03,La France Insoumise
PA795390,Lalanne,Sandrine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA842001,Bigot,Guillaume,PO761239,2025-12-03,Rassemblement national
PA842001,Bigot,Guillaume,PO761239,2024-12-04,Rassemblement national
PA794818,Kochert,Stéphanie,PO806430,2022-12-02,Ensemble
PA795926,Pellerin,Emmanuel,PO806430,2022-12-02,Ensemble
PA794786,Fernandes,Emmanuel,PO744856,2022-12-02,La France Insoumise
PA794786,Fernandes,Emmanuel,PO744856,2025-12-03,La France Insoumise
PA794786,Fernandes,Emmanuel,PO744856,2024-12-04,La France Insoumise
PA794670,Parmentier,Caroline,PO761239,2022-12-02,Rassemblement national
PA794670,Parmentier,Caroline,PO761239,2024-12-04,Rassemblement national
PA794670,Parmentier,Caroline,PO761239,2025-12-03,Rassemblement national
PA794530,Marchio,Matthieu,PO761239,2025-12-03,Rassemblement national
PA794530,Marchio,Matthieu,PO761239,2024-12-04,Rassemblement national
PA794530,Marchio,Matthieu,PO761239,2022-12-02,Rassemblement national
PA841693,Laussucq,Jean,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA722344,Julien-Laferrière,Hubert,PO761294,2018-12-01,La République en Marche
PA722344,Julien-Laferrière,Hubert,PO684936,2020-12-01,Europe Écologie Les Verts
PA722344,Julien-Laferrière,Hubert,PO684936,2022-12-02,Europe Écologie Les Verts
PA722344,Julien-Laferrière,Hubert,PO744854,2017-12-01,En marche !
PA795164,Trouvé,Aurélie,PO744856,2025-12-03,La France Insoumise
PA795164,Trouvé,Aurélie,PO744856,2024-12-04,La France Insoumise
PA795164,Trouvé,Aurélie,PO744856,2022-12-02,La France Insoumise
PA721046,Bassire,Nathalie,PO806440,2022-12-02,Réunion libre
PA721046,Bassire,Nathalie,PO710396,2017-12-01,Les Républicains
PA721046,Bassire,Nathalie,PO744864,2018-12-01,"Union des démocrates, radicaux et libéraux"
PA720002,El Haïry,Sarah,PO684938,2017-12-01,Mouvement Démocrate
PA795334,Larrouquis,Benoît,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA267794,Tabarot,Michèle,PO710396,2017-12-01,Les Républicains
PA267794,Tabarot,Michèle,PO710396,2022-12-02,Les Républicains
PA267794,Tabarot,Michèle,PO710396,2024-12-04,Les Républicains
PA267794,Tabarot,Michèle,PO710396,2015-12-01,Les Républicains
PA267794,Tabarot,Michèle,PO710396,2025-12-03,Les Républicains
PA267794,Tabarot,Michèle,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA840817,Bruneau,Joël,PO744858,2024-12-04,Régions et peuples solidaires
PA840817,Bruneau,Joël,PO744858,2025-12-03,Régions et peuples solidaires
PA267337,Bouchet,Claire,PO761294,2020-12-01,La République en Marche
PA842105,Arnault,Raphaël,PO744856,2024-12-04,La France Insoumise
PA842105,Arnault,Raphaël,PO744856,2025-12-03,La France Insoumise
PA842183,Blanchard,Benoît,PO852528,2025-12-03,Horizons
PA721996,Loiseau,Patrick,PO684938,2019-12-01,Mouvement Démocrate
PA643127,Questel,Bruno,PO744854,2017-12-01,En marche !
PA643127,Questel,Bruno,PO761294,2018-12-01,La République en Marche
PA794206,Marion,Christophe,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA794206,Marion,Christophe,PO806430,2022-12-02,Ensemble
PA794206,Marion,Christophe,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA718918,Louis,Alexandra,PO761294,2018-12-01,La République en Marche
PA718918,Louis,Alexandra,PO684938,2021-12-01,Mouvement Démocrate
PA718918,Louis,Alexandra,PO744854,2017-12-01,En marche !
PA795326,Weissberg,Christopher,PO806430,2022-12-02,Ensemble
PA795326,Weissberg,Christopher,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719420,Sommer,Denis,PO761294,2018-12-01,La République en Marche
PA719420,Sommer,Denis,PO744854,2017-12-01,En marche !
PA795176,Metzdorf,Nicolas,PO806430,2022-12-02,Ensemble
PA795176,Metzdorf,Nicolas,PO852529,2024-12-04,Générations NC
PA795176,Metzdorf,Nicolas,PO852529,2025-12-03,Générations NC
PA794466,Moulliere,Jean,PO852528,2025-12-03,Horizons
PA794466,Moulliere,Jean,PO852528,2024-12-04,Horizons
PA330008,Breton,Xavier,PO710396,2022-12-02,Les Républicains
PA330008,Breton,Xavier,PO710396,2024-12-04,Les Républicains
PA330008,Breton,Xavier,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA330008,Breton,Xavier,PO710396,2017-12-01,Les Républicains
PA330008,Breton,Xavier,PO710396,2025-12-03,Les Républicains
PA330008,Breton,Xavier,PO710396,2015-12-01,Les Républicains
PA721600,Rossi,Laurianne,PO744854,2017-12-01,En marche !
PA721600,Rossi,Laurianne,PO761294,2018-12-01,La République en Marche
PA759192,Poudroux,Jean-Luc,PO710396,2018-12-01,Les Républicains
PA720386,Di Filippo,Fabien,PO710396,2022-12-02,Les Républicains
PA720386,Di Filippo,Fabien,PO710396,2024-12-04,Les Républicains
PA720386,Di Filippo,Fabien,PO710396,2017-12-01,Les Républicains
PA720386,Di Filippo,Fabien,PO710396,2025-12-03,Les Républicains
PA793314,Masson,Alexandra,PO761239,2022-12-02,Rassemblement national
PA793314,Masson,Alexandra,PO761239,2024-12-02,Rassemblement national
PA793314,Masson,Alexandra,PO761239,2025-12-03,Rassemblement national
PA795410,Roullaud,Béatrice,PO761239,2024-12-04,Rassemblement national
PA795410,Roullaud,Béatrice,PO761239,2022-12-02,Rassemblement national
PA795410,Roullaud,Béatrice,PO761239,2025-12-03,Rassemblement national
PA2086,Marlin,Franck,PO710396,2015-12-01,Les Républicains
PA2086,Marlin,Franck,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA2086,Marlin,Franck,PO710396,2017-12-01,Les Républicains
PA642868,Christophe,Paul,PO852528,2025-12-03,Horizons
PA642868,Christophe,Paul,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA642868,Christophe,Paul,PO684938,2019-12-01,Mouvement Démocrate
PA642868,Christophe,Paul,PO806430,2022-12-02,Ensemble
PA794094,Bouloux,Mickaël,PO684932,2024-12-04,Parti socialiste
PA794094,Bouloux,Mickaël,PO684932,2022-12-02,Parti socialiste
PA794094,Bouloux,Mickaël,PO684932,2025-12-03,Parti socialiste
PA722070,Henriet,Pierre,PO761294,2018-12-01,La République en Marche
PA722070,Henriet,Pierre,PO852528,2025-12-03,Horizons
PA722070,Henriet,Pierre,PO806430,2022-12-02,Ensemble
PA722070,Henriet,Pierre,PO852528,2024-12-04,Horizons
PA722070,Henriet,Pierre,PO744854,2017-12-01,En marche !
PA721210,Corbière,Alexis,PO684926,2025-12-03,Parti communiste français
PA721210,Corbière,Alexis,PO684926,2024-12-04,Parti communiste français
PA721210,Corbière,Alexis,PO744856,2022-12-02,La France Insoumise
PA721210,Corbière,Alexis,PO744856,2017-12-01,La France Insoumise
PA721666,Audibert,Edith,PO710396,2020-12-01,Les Républicains
PA841769,Michoux,Éric,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA841769,Michoux,Éric,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA722054,Hai,Nadia,PO761294,2018-12-01,La République en Marche
PA722054,Hai,Nadia,PO806430,2022-12-02,Ensemble
PA722054,Hai,Nadia,PO744854,2017-12-01,En marche !
PA719692,Eliaou,Jean-François,PO744854,2017-12-01,En marche !
PA719692,Eliaou,Jean-François,PO761294,2018-12-01,La République en Marche
PA841729,Lahmar,Abdelkader,PO744856,2025-12-03,La France Insoumise
PA841729,Lahmar,Abdelkader,PO744856,2024-12-04,La France Insoumise
PA796050,Schreck,Philippe,PO761239,2024-12-04,Rassemblement national
PA796050,Schreck,Philippe,PO761239,2022-12-02,Rassemblement national
PA796050,Schreck,Philippe,PO761239,2025-12-03,Rassemblement national
PA267429,Cinieri,Dino,PO710396,2017-12-01,Les Républicains
PA267429,Cinieri,Dino,PO710396,2015-12-01,Les Républicains
PA267429,Cinieri,Dino,PO710396,2022-12-02,Les Républicains
PA267429,Cinieri,Dino,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA794118,Vermorel-Marques,Antoine,PO710396,2022-12-02,Les Républicains
PA794118,Vermorel-Marques,Antoine,PO710396,2024-12-04,Les Républicains
PA794118,Vermorel-Marques,Antoine,PO710396,2025-12-03,Les Républicains
PA335532,Pau-Langevin,George,PO684932,2017-12-01,Parti socialiste
PA335532,Pau-Langevin,George,PO684932,2016-12-01,Parti socialiste
PA721760,Gatel,Maud,PO806430,2022-12-02,Ensemble
PA721760,Gatel,Maud,PO684938,2021-12-01,Mouvement Démocrate
PA719404,Le Gac,Didier,PO761294,2018-12-01,La République en Marche
PA719404,Le Gac,Didier,PO806430,2022-12-02,Ensemble
PA719404,Le Gac,Didier,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719404,Le Gac,Didier,PO744854,2017-12-01,En marche !
PA719404,Le Gac,Didier,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA842311,Caure,Vincent,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA842311,Caure,Vincent,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793508,Brigand,Hubert,PO710396,2022-12-02,Les Républicains
PA793508,Brigand,Hubert,PO710396,2024-12-04,Les Républicains
PA793508,Brigand,Hubert,PO710396,2025-12-03,Les Républicains
PA721932,Lorho,Marie-France,PO761239,2024-12-04,Rassemblement national
PA721932,Lorho,Marie-France,PO761239,2025-12-03,Rassemblement national
PA721932,Lorho,Marie-France,PO710611,2018-12-01,Debout la France
PA721932,Lorho,Marie-France,PO761239,2022-12-02,Rassemblement national
PA721932,Lorho,Marie-France,PO746314,2017-12-01,Non déclaré(s)
PA784314,Leclercq,Christophe,PO761294,2021-12-01,La République en Marche
PA720066,Rist,Stéphanie,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720066,Rist,Stéphanie,PO806430,2022-12-02,Ensemble
PA720066,Rist,Stéphanie,PO761294,2018-12-01,La République en Marche
PA720066,Rist,Stéphanie,PO744854,2017-12-01,En marche !
PA817203,Miller,Laure,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA817203,Miller,Laure,PO806430,2023-12-01,Ensemble
PA817203,Miller,Laure,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720430,Bernalicis,Ugo,PO744856,2024-12-04,La France Insoumise
PA720430,Bernalicis,Ugo,PO744856,2025-12-03,La France Insoumise
PA720430,Bernalicis,Ugo,PO744856,2022-12-02,La France Insoumise
PA720430,Bernalicis,Ugo,PO744856,2017-12-01,La France Insoumise
PA719230,Kerlogot,Yannick,PO744854,2017-12-01,En marche !
PA719230,Kerlogot,Yannick,PO761294,2018-12-01,La République en Marche
PA721670,de Montchalin,Amélie,PO761294,2018-12-01,La République en Marche
PA721670,de Montchalin,Amélie,PO744854,2017-12-01,En marche !
PA795692,Martinet,William,PO744856,2022-12-02,La France Insoumise
PA1695,Jacob,Christian,PO710396,2015-12-01,Les Républicains
PA1695,Jacob,Christian,PO710396,2017-12-01,Les Républicains
PA1695,Jacob,Christian,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA712014,Ledoux,Vincent,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA712014,Ledoux,Vincent,PO710396,2016-12-01,Les Républicains
PA712014,Ledoux,Vincent,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA712014,Ledoux,Vincent,PO806430,2022-12-02,Ensemble
PA712014,Ledoux,Vincent,PO684938,2019-12-01,Mouvement Démocrate
PA794734,Guiniot,Michel,PO761239,2024-12-04,Rassemblement national
PA794734,Guiniot,Michel,PO761239,2025-12-03,Rassemblement national
PA794734,Guiniot,Michel,PO761239,2022-12-02,Rassemblement national
PA441,Bello,Huguette,PO684926,2017-12-01,Parti communiste français
PA441,Bello,Huguette,PO686029,2012-12-01,Pour la Réunion
PA609726,Aubert,Julien,PO710396,2017-12-01,Les Républicains
PA609726,Aubert,Julien,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA609726,Aubert,Julien,PO710396,2015-12-01,Les Républicains
PA721202,Coquerel,Éric,PO744856,2022-12-02,La France Insoumise
PA721202,Coquerel,Éric,PO744856,2017-12-01,La France Insoumise
PA721202,Coquerel,Éric,PO744856,2024-12-04,La France Insoumise
PA721202,Coquerel,Éric,PO744856,2025-12-03,La France Insoumise
PA795688,Emmanuel,Philippe,PO806430,2023-12-01,Ensemble
PA793736,Clouet,Hadrien,PO744856,2022-12-02,La France Insoumise
